t,x1,x2,y1,y2,s_boom,s_stick,s_bucket,v_boom,v_stick,v_bucket,a_boom,a_stick,a_bucket,yaw,yaw_rate,rs485_ok,adc_ok,imu_ok
37404,0.000,-0.800,0.000,0.000,157.100,118.030,105.600,0.080,0.000,46.000,56.300,123.310,170.800,0.532,0.079,1,1,1
37504,0.000,-0.800,0.000,0.000,157.100,118.030,105.600,0.080,0.000,46.000,56.300,123.310,166.200,0.532,0.062,1,1,1
37604,0.000,-0.800,0.000,0.000,157.080,118.030,115.480,-0.130,0.000,49.380,56.300,123.310,161.500,0.534,-0.079,1,1,1
37804,0.000,-0.800,0.000,0.000,157.080,118.030,115.480,-0.130,0.000,49.380,56.300,123.310,157.200,0.525,-0.097,1,1,1
37904,0.000,-0.800,0.000,0.000,157.080,118.030,130.300,0.000,0.000,49.420,56.300,123.310,147.500,0.527,0.035,1,1,1
38004,0.000,-0.800,0.000,0.000,157.080,118.030,130.300,0.000,0.000,49.420,56.300,123.310,142.500,0.527,0.026,1,1,1
38104,0.000,-0.800,0.000,0.000,157.080,118.030,140.250,0.000,0.000,49.750,56.300,123.310,137.500,0.529,0.035,1,1,1
38304,0.000,-0.800,0.000,0.000,157.080,118.030,140.250,0.000,0.000,49.750,56.300,123.310,132.300,0.532,0.026,1,1,1
38404,0.000,-0.800,0.000,0.000,157.080,118.030,155.350,0.000,0.000,50.330,56.300,123.310,121.200,0.532,0.061,1,1,1
38504,0.000,-0.800,0.000,0.000,157.080,118.030,155.350,0.000,0.000,50.330,56.300,123.310,114.800,0.535,0.035,1,1,1
38604,0.000,0.900,0.000,0.000,157.080,118.030,165.280,0.000,0.000,49.630,56.300,123.310,107.500,0.538,-0.088,1,1,1
38804,0.000,0.900,0.000,0.000,157.080,118.030,165.280,0.000,0.000,49.630,56.300,123.310,99.500,0.759,1.936,1,1,1
38904,0.000,0.900,0.000,0.000,157.080,118.030,167.380,0.000,0.000,7.000,56.300,123.310,104.700,0.750,0.382,1,1,1
39004,0.000,0.900,0.000,0.000,157.080,118.030,167.380,0.000,0.000,7.000,56.300,123.310,114.300,0.744,0.131,1,1,1
39104,0.000,0.900,0.000,0.000,157.080,118.030,153.680,0.000,0.000,-68.500,56.300,123.310,122.900,0.745,0.114,1,1,1
39304,0.000,0.900,0.000,0.000,157.080,118.030,153.680,0.000,0.000,-68.500,56.300,123.310,130.300,0.742,0.000,1,1,1
39404,0.000,0.900,0.000,0.000,157.080,118.030,133.800,0.000,0.000,-66.250,56.300,123.310,144.000,0.745,-0.053,1,1,1
39504,0.000,0.900,0.000,0.000,157.080,118.030,133.800,0.000,0.000,-66.250,56.300,123.310,150.800,0.742,-0.035,1,1,1
39604,0.000,0.900,0.000,0.000,157.080,118.030,120.130,0.000,0.000,-68.380,56.300,123.310,156.500,0.742,-0.106,1,1,1
39804,0.000,0.900,0.000,0.000,157.080,118.030,120.130,0.000,0.000,-68.380,56.300,123.310,162.600,0.741,-0.044,1,1,1
39904,0.000,0.900,0.000,0.000,157.080,118.030,100.080,0.000,0.000,-66.830,56.300,123.310,175.300,0.738,-0.123,1,1,1
40004,0.000,0.900,0.000,0.000,157.080,118.030,100.080,0.000,0.000,-66.830,56.300,123.310,181.500,0.738,-0.114,1,1,1
40104,0.000,-0.900,0.000,0.000,157.080,118.030,86.750,0.000,0.000,-66.630,56.300,123.310,188.000,0.741,-0.062,1,1,1
40304,0.000,-0.900,0.000,0.000,157.080,118.030,86.750,0.000,0.000,-66.630,56.300,123.310,194.300,0.828,0.753,1,1,1
40404,0.000,-0.900,0.000,0.000,157.080,118.030,82.450,0.000,0.000,-14.330,56.300,123.310,192.700,0.826,0.465,1,1,1
40504,0.000,-0.900,0.000,0.000,157.080,118.030,82.450,0.000,0.000,-14.330,56.300,123.310,187.400,0.833,-0.035,1,1,1
40604,0.000,-0.900,0.000,0.000,157.100,118.030,93.400,0.130,0.000,54.750,56.300,123.310,182.300,0.835,-0.009,1,1,1
40804,0.000,-0.900,0.000,0.000,157.100,118.030,93.400,0.130,0.000,54.750,56.300,123.310,177.100,0.843,0.096,1,1,1
40904,0.000,-0.900,0.000,0.000,157.080,118.030,109.930,-0.080,0.000,55.080,56.300,123.310,166.700,0.844,-0.088,1,1,1
41004,0.000,-0.900,0.000,0.000,157.080,118.030,109.930,-0.080,0.000,55.080,56.300,123.310,161.500,0.846,-0.009,1,1,1
41104,0.000,-0.900,0.000,0.000,157.080,118.030,120.900,0.000,0.000,54.880,56.300,123.310,156.400,0.848,-0.001,1,1,1
41304,0.000,-0.900,0.000,0.000,157.080,118.030,120.900,0.000,0.000,54.880,56.300,123.310,151.300,0.839,-0.080,1,1,1
41404,0.000,-0.900,0.000,0.000,157.080,118.030,137.550,0.000,0.000,55.500,56.300,123.310,140.400,0.841,0.052,1,1,1
41504,0.000,-0.900,0.000,0.000,157.080,118.030,137.550,0.000,0.000,55.500,56.300,123.310,134.700,0.843,-0.053,1,1,1
41604,0.000,-0.900,0.000,0.000,157.080,118.030,148.780,0.000,0.000,56.130,56.300,123.310,128.600,0.841,-0.202,1,1,1
41804,0.000,-0.900,0.000,0.000,157.080,118.030,148.780,0.000,0.000,56.130,56.300,123.310,122.400,0.847,0.061,1,1,1
41904,0.000,0.900,0.000,0.000,157.080,118.030,165.380,0.000,0.000,55.330,56.300,123.310,107.400,0.851,0.035,1,1,1
42004,0.000,0.900,0.000,0.000,157.080,118.030,165.380,0.000,0.000,55.330,56.300,123.310,98.400,0.851,0.939,1,1,1
42104,0.000,0.900,0.000,0.000,157.080,117.930,172.750,0.000,-0.500,36.880,56.300,123.360,94.700,0.867,0.928,1,1,1
42304,0.000,0.900,0.000,0.000,157.080,117.930,172.750,0.000,-0.500,36.880,56.300,123.360,103.600,0.880,0.166,1,1,1
42404,0.000,0.900,0.000,0.000,157.080,118.050,154.230,0.000,0.420,-61.750,56.300,123.300,122.100,0.880,0.262,1,1,1
42504,0.000,0.900,0.000,0.000,157.080,118.050,154.230,0.000,0.420,-61.750,56.300,123.300,129.600,0.885,0.219,1,1,1
42604,0.000,0.900,0.000,0.000,157.080,118.050,141.000,0.000,0.000,-66.130,56.300,123.300,136.900,0.888,0.253,1,1,1
42804,0.000,0.900,0.000,0.000,157.080,118.050,141.000,0.000,0.000,-66.130,56.300,123.300,143.500,0.879,-0.079,1,1,1
42904,0.000,0.900,0.000,0.000,157.080,118.050,120.680,0.000,0.000,-67.750,56.300,123.300,156.200,0.879,-0.097,1,1,1
43004,0.000,0.900,0.000,0.000,157.080,118.050,120.680,0.000,0.000,-67.750,56.300,123.300,162.000,0.883,0.061,1,1,1
43104,0.000,0.900,0.000,0.000,157.080,118.050,107.430,0.000,0.000,-66.250,56.300,123.300,168.300,0.884,-0.053,1,1,1
43304,0.000,0.900,0.000,0.000,157.080,118.050,107.430,0.000,0.000,-66.250,56.300,123.300,174.700,0.891,0.052,1,1,1
43404,0.000,-0.900,0.000,0.000,157.080,118.050,87.530,0.000,0.000,-66.560,56.300,123.300,187.200,0.893,-0.018,1,1,1
43504,0.000,-0.900,0.000,0.000,157.080,118.050,87.530,0.000,0.000,-66.560,56.300,123.300,193.600,0.892,-0.097,1,1,1
43604,0.000,-0.900,0.000,0.000,157.100,118.050,78.500,0.120,0.000,-44.900,56.300,123.300,196.400,0.891,0.375,1,1,1
43804,0.000,-0.900,0.000,0.000,157.100,118.050,78.500,0.120,0.000,-44.900,56.200,123.300,192.800,0.877,-0.098,1,1,1
43904,0.000,-0.900,0.000,0.000,157.100,118.050,93.230,0.000,0.000,49.250,56.300,123.300,182.400,0.881,0.140,1,1,1
44004,0.000,-0.900,0.000,0.000,157.100,118.050,93.230,0.000,0.000,49.250,56.300,123.300,177.200,0.878,0.096,1,1,1
44104,0.000,-0.900,0.000,0.000,157.080,118.050,104.250,-0.120,0.000,54.850,56.300,123.300,172.000,0.876,0.087,1,1,1
44304,0.000,-0.900,0.000,0.000,157.080,118.050,104.250,-0.120,0.000,54.850,56.200,123.300,166.800,0.878,0.025,1,1,1
44404,0.000,-0.900,0.000,0.000,157.080,118.050,120.750,0.000,0.000,55.000,56.300,123.300,156.700,0.881,-0.124,1,1,1
44504,0.000,-0.900,0.000,0.000,157.080,118.050,120.750,0.000,0.000,55.000,56.300,123.300,151.500,0.881,-0.106,1,1,1
44604,0.000,-0.900,0.000,0.000,157.080,118.050,131.800,0.000,0.000,55.250,56.300,123.300,146.000,0.879,0.008,1,1,1
44804,0.000,-0.900,0.000,0.000,157.080,118.050,131.800,0.000,0.000,55.250,56.300,123.300,140.500,0.888,0.069,1,1,1
44904,0.000,-0.900,0.000,0.000,157.080,118.050,148.600,0.000,0.000,56.000,56.300,123.300,128.900,0.889,-0.080,1,1,1
45004,0.000,-0.900,0.000,0.000,157.080,118.050,148.600,0.000,0.000,56.000,56.300,123.300,122.600,0.887,-0.018,1,1,1
45104,0.000,-0.900,0.000,0.000,157.080,118.050,159.700,0.000,0.000,55.500,56.300,123.300,115.600,0.889,-0.088,1,1,1
45304,0.000,-0.900,0.000,0.000,157.080,118.050,159.700,0.000,0.000,55.500,56.300,123.300,107.600,0.887,-0.054,1,1,1
45404,0.000,0.900,0.000,0.000,157.080,118.050,176.350,0.000,0.000,55.500,56.300,123.300,87.800,0.886,-0.001,1,1,1
45504,0.000,0.900,0.000,0.000,157.080,118.050,176.350,0.000,0.000,55.500,56.300,123.300,80.000,0.880,0.504,1,1,1
45604,0.000,0.900,0.000,0.000,157.080,118.080,179.730,0.000,0.130,16.880,56.300,123.290,80.000,0.898,-1.737,1,1,1
45804,0.000,0.900,0.000,0.000,157.080,118.080,179.730,0.000,0.130,16.880,56.300,123.290,88.700,0.806,-0.676,1,1,1
45904,0.000,0.900,0.000,0.000,157.080,118.080,162.350,0.000,0.000,-57.920,56.300,123.290,111.900,0.803,0.631,1,1,1
46004,0.000,0.900,0.000,0.000,157.080,118.080,162.350,0.000,0.000,-57.920,56.200,123.290,120.500,0.790,0.007,1,1,1
46104,0.000,0.900,0.000,0.000,157.080,118.080,148.880,0.000,0.000,-67.380,56.300,123.290,127.900,0.797,0.113,1,1,1
46304,0.000,0.900,0.000,0.000,157.080,118.080,148.880,0.000,0.000,-67.380,56.200,123.290,135.200,0.788,-0.046,1,1,1
46404,0.000,0.900,0.000,0.000,157.080,118.080,128.750,0.000,0.000,-67.080,56.300,123.290,148.500,0.787,0.131,1,1,1
46504,0.000,0.900,0.000,0.000,157.080,118.080,128.750,0.000,0.000,-67.080,56.200,123.290,154.900,0.789,0.008,1,1,1
46604,0.000,0.900,0.000,0.000,157.080,118.080,115.230,0.000,0.000,-67.630,56.200,123.290,160.900,0.786,-0.142,1,1,1
46804,0.000,0.900,0.000,0.000,157.080,118.080,115.230,0.000,0.000,-67.630,56.200,123.290,166.900,0.790,0.043,1,1,1
46904,0.000,-0.900,0.000,0.000,157.080,118.080,95.380,0.000,0.000,-66.170,56.300,123.290,179.400,0.794,0.016,1,1,1
47004,0.000,-0.900,0.000,0.000,157.080,118.080,95.380,0.000,0.000,-66.170,56.300,123.290,185.700,0.797,0.008,1,1,1
47104,0.000,-0.900,0.000,0.000,157.080,118.080,87.130,0.000,0.000,-41.250,56.300,123.290,187.400,0.793,0.113,1,1,1
47304,0.000,-0.900,0.000,0.000,157.080,118.080,87.130,0.000,0.000,-41.250,56.200,123.290,183.700,0.825,0.367,1,1,1
47404,0.000,-0.900,0.000,0.000,157.080,118.080,102.530,0.000,0.000,51.330,56.300,123.290,173.600,0.828,0.069,1,1,1
47504,0.000,-0.900,0.000,0.000,157.080,118.080,102.530,0.000,0.000,51.330,56.200,123.290,168.300,0.826,0.017,1,1,1
47604,0.000,-0.900,0.000,0.000,157.080,118.080,113.650,0.000,0.000,55.630,56.300,123.290,163.200,0.824,-0.080,1,1,1
47804,0.000,-0.900,0.000,0.000,157.080,118.080,113.650,0.000,0.000,55.630,56.300,123.290,158.100,0.837,0.104,1,1,1
47904,0.000,-0.900,0.000,0.000,157.080,118.080,130.150,0.000,0.000,55.000,56.200,123.290,147.500,0.841,-0.089,1,1,1
48004,0.000,-0.900,0.000,0.000,157.080,118.080,130.150,0.000,0.000,55.000,56.200,123.290,142.000,0.842,-0.133,1,1,1
48104,0.000,-0.900,0.000,0.000,157.080,118.080,141.250,0.000,0.000,55.500,56.200,123.290,136.300,0.846,-0.115,1,1,1
48304,0.000,-0.900,0.000,0.000,157.080,118.080,141.250,0.000,0.000,55.500,56.200,123.290,130.300,0.842,-0.054,1,1,1
48404,0.000,-0.900,0.000,0.000,157.080,118.080,158.050,0.000,0.000,56.000,56.300,123.290,117.500,0.844,0.078,1,1,1
48504,0.000,-0.900,0.000,0.000,157.080,118.080,158.050,0.000,0.000,56.000,56.200,123.290,109.800,0.847,0.095,1,1,1
48604,0.000,0.900,0.000,0.000,157.080,118.080,169.150,0.000,0.000,55.500,56.300,123.290,101.300,0.847,0.007,1,1,1
48804,0.000,0.900,0.000,0.000,157.080,118.080,169.150,0.000,0.000,55.500,56.200,123.290,90.900,1.035,1.629,1,1,1
48904,0.000,0.900,0.000,0.000,157.050,118.080,171.450,-0.080,0.000,7.670,56.300,123.290,96.900,1.032,-0.023,1,1,1
49004,0.000,0.900,0.000,0.000,157.050,118.080,171.450,-0.080,0.000,7.670,56.300,123.290,108.500,1.033,0.217,1,1,1
49104,0.000,0.900,0.000,0.000,157.050,118.080,157.530,0.000,0.000,-69.630,56.300,123.290,118.000,1.029,0.525,1,1,1
49304,0.000,0.900,0.000,0.000,157.050,118.080,157.530,0.000,0.000,-69.630,56.300,123.290,125.900,1.016,-0.124,1,1,1
49404,0.000,0.900,0.000,0.000,157.050,118.080,137.580,0.000,0.000,-66.500,56.300,123.290,140.200,1.020,0.016,1,1,1
49504,0.000,0.900,0.000,0.000,157.050,118.080,137.580,0.000,0.000,-66.500,56.300,123.290,146.800,1.020,-0.089,1,1,1
49604,0.000,0.900,0.000,0.000,157.050,118.080,123.900,0.000,0.000,-68.380,56.300,123.290,153.100,1.022,0.095,1,1,1
49804,0.000,0.900,0.000,0.000,157.050,118.080,123.900,0.000,0.000,-68.380,56.300,123.290,159.100,1.020,-0.001,1,1,1
49904,0.000,0.900,0.000,0.000,157.050,118.080,103.930,0.000,0.000,-66.580,56.300,123.290,171.500,1.022,-0.107,1,1,1
50004,0.000,0.900,0.000,0.000,157.050,118.080,103.930,0.000,0.000,-66.580,56.300,123.290,177.600,1.024,0.043,1,1,1
50104,0.000,-0.900,0.000,0.000,157.050,118.080,90.630,0.000,0.000,-66.500,56.300,123.290,183.900,1.025,-0.072,1,1,1
50304,0.000,-0.900,0.000,0.000,157.050,118.080,90.630,0.000,0.000,-66.500,56.300,123.290,190.300,1.063,0.313,1,1,1
50404,0.000,-0.900,0.000,0.000,157.050,118.080,85.830,0.000,0.000,-16.000,56.300,123.290,189.300,1.063,0.289,1,1,1
50504,0.000,-0.900,0.000,0.000,157.050,118.080,85.830,0.000,0.000,-16.000,56.300,123.290,184.100,1.072,-0.124,1,1,1
50604,0.000,-0.900,0.000,0.000,157.050,118.080,96.830,0.000,0.000,55.000,56.300,123.290,179.000,1.076,0.034,1,1,1
50804,0.000,-0.900,0.000,0.000,157.050,118.080,96.830,0.000,0.000,55.000,56.300,123.290,173.800,1.077,0.016,1,1,1
50904,0.000,-0.900,0.000,0.000,157.050,118.080,113.450,0.000,0.000,55.420,56.300,123.290,163.500,1.079,0.042,1,1,1
51004,0.000,-0.900,0.000,0.000,157.050,118.080,113.450,0.000,0.000,55.420,56.300,123.290,158.300,1.082,0.051,1,1,1
51104,0.000,-0.900,0.000,0.000,157.050,118.080,124.400,0.000,0.000,54.750,56.300,123.290,153.200,1.085,-0.150,1,1,1
51304,0.000,-0.900,0.000,0.000,157.050,118.080,124.400,0.000,0.000,54.750,56.300,123.290,147.900,1.085,-0.001,1,1,1
51404,0.000,-0.900,0.000,0.000,157.050,118.080,141.030,0.000,0.000,55.600,56.300,123.290,136.700,1.086,-0.072,1,1,1
51504,0.000,-0.900,0.000,0.000,157.050,118.080,141.030,0.000,0.000,55.600,56.300,123.290,130.700,1.088,-0.098,1,1,1
51604,0.000,-0.900,0.000,0.000,157.050,118.080,152.350,0.000,0.000,56.340,56.300,123.290,124.500,1.086,-0.046,1,1,1
51804,0.000,-0.900,0.000,0.000,157.050,118.080,152.350,0.000,0.000,56.340,56.300,123.290,117.900,1.088,0.016,1,1,1
51904,0.000,0.900,0.000,0.000,157.050,118.080,168.950,0.000,0.000,55.520,56.300,123.290,101.700,1.091,0.051,1,1,1
52004,0.000,0.900,0.000,0.000,157.050,118.080,168.950,0.000,0.000,55.520,56.300,123.290,91.300,1.084,-0.658,1,1,1
52104,0.000,0.900,0.000,0.000,157.050,118.080,176.680,0.000,0.000,38.430,56.300,123.290,86.400,1.089,0.562,1,1,1
52304,0.000,0.900,0.000,0.000,157.050,118.080,176.680,0.000,0.000,38.430,56.300,123.290,95.900,1.128,0.368,1,1,1
52404,0.000,0.900,0.000,0.000,157.030,118.100,158.450,-0.080,0.080,-60.950,56.200,123.280,116.900,1.124,0.314,1,1,1
52504,0.000,0.900,0.000,0.000,157.030,118.100,158.450,-0.080,0.080,-60.950,56.300,123.280,124.900,1.128,0.165,1,1,1
52604,0.000,0.900,0.000,0.000,157.050,118.100,145.150,0.130,0.000,-66.500,56.300,123.280,132.300,1.130,-0.107,1,1,1
52804,0.000,0.900,0.000,0.000,157.050,118.100,145.150,0.130,0.000,-66.500,56.300,123.280,139.200,1.143,0.086,1,1,1
52904,0.000,0.900,0.000,0.000,157.050,118.100,124.750,0.000,0.000,-67.770,56.200,123.280,152.600,1.143,0.034,1,1,1
53004,0.000,0.900,0.000,0.000,157.050,118.100,124.750,0.000,0.000,-67.770,56.200,123.280,158.400,1.144,0.183,1,1,1
53104,0.000,0.900,0.000,0.000,157.050,118.100,111.350,0.000,0.000,-67.000,56.200,123.280,164.500,1.143,0.033,1,1,1
53304,0.000,0.900,0.000,0.000,157.050,118.100,111.350,0.000,0.000,-67.000,56.300,123.280,170.800,1.148,0.025,1,1,1
53404,0.000,-0.900,0.000,0.000,157.050,118.100,91.330,0.000,0.000,-66.750,56.300,123.280,183.200,1.148,-0.019,1,1,1
53504,0.000,-0.900,0.000,0.000,157.050,118.100,91.330,0.000,0.000,-66.750,56.300,123.280,189.700,1.148,0.139,1,1,1
53604,0.000,-0.900,0.000,0.000,157.050,118.100,81.930,0.000,0.000,-47.000,56.300,123.280,192.700,1.147,0.332,1,1,1
53804,0.000,-0.900,0.000,0.000,157.050,118.100,81.930,0.000,0.000,-47.000,56.200,123.280,189.500,1.174,0.235,1,1,1
53904,0.000,-0.900,0.000,0.000,157.050,118.100,96.430,0.000,0.000,48.330,56.300,123.280,179.300,1.177,0.034,1,1,1
54004,0.000,-0.900,0.000,0.000,157.050,118.100,96.430,0.000,0.000,48.330,56.200,123.280,174.100,1.178,0.069,1,1,1
54104,0.000,-0.900,0.000,0.000,157.050,118.100,107.580,0.000,0.000,55.750,56.300,123.280,168.900,1.177,0.051,1,1,1
54304,0.000,-0.900,0.000,0.000,157.050,118.100,107.580,0.000,0.000,55.750,56.300,123.280,163.700,1.189,0.086,1,1,1
54404,0.000,-0.900,0.000,0.000,157.050,118.100,124.050,0.000,0.000,54.920,56.300,123.280,153.500,1.193,-0.054,1,1,1
54504,0.000,-0.900,0.000,0.000,157.050,118.100,124.050,0.000,0.000,54.920,56.300,123.280,148.200,1.192,-0.054,1,1,1
54604,0.000,-0.900,0.000,0.000,157.050,118.100,135.180,0.000,0.000,55.630,56.200,123.280,142.600,1.191,-0.072,1,1,1
54804,0.000,-0.900,0.000,0.000,157.050,118.100,135.180,0.000,0.000,55.630,56.200,123.280,137.000,1.206,0.305,1,1,1
54904,0.000,-0.900,0.000,0.000,157.050,118.100,152.080,0.000,0.000,56.330,56.300,123.280,124.800,1.205,-0.081,1,1,1
55004,0.000,-0.900,0.000,0.000,157.050,118.100,152.080,0.000,0.000,56.330,56.200,123.280,118.200,1.204,0.086,1,1,1
55104,0.000,0.000,0.000,0.000,157.030,118.100,163.150,-0.130,0.000,55.380,56.300,123.280,110.500,1.205,0.401,1,1,1
55304,0.000,0.000,0.000,0.000,157.030,118.100,163.150,-0.130,0.000,55.380,56.200,123.280,103.200,1.254,0.252,1,1,1
55404,0.000,0.000,0.000,0.000,157.030,118.100,167.830,0.000,0.000,15.580,56.300,123.280,103.200,1.248,-0.019,1,1,1
55504,0.000,0.000,0.000,0.000,157.030,118.100,167.830,0.000,0.000,15.580,56.300,123.280,103.200,1.244,0.147,1,1,1
55604,0.000,0.000,0.000,0.000,157.030,118.100,167.830,0.000,0.000,0.000,56.300,123.280,103.200,1.248,0.077,1,1,1
55804,0.000,0.000,0.000,0.000,157.030,118.100,167.830,0.000,0.000,0.000,56.200,123.280,103.200,1.241,-0.098,1,1,1
55904,0.000,0.000,0.000,0.000,157.030,118.100,167.830,0.000,0.000,0.000,56.300,123.280,103.200,1.238,-0.089,1,1,1
56004,0.000,0.000,0.000,0.000,157.030,118.100,167.830,0.000,0.000,0.000,56.200,123.280,103.200,1.237,-0.133,1,1,1
56104,0.000,0.000,0.000,0.000,157.030,118.100,167.830,0.000,0.000,0.000,56.300,123.280,103.200,1.239,-0.054,1,1,1
56304,0.000,0.000,0.000,0.000,157.030,118.100,167.830,0.000,0.000,0.000,56.200,123.280,103.200,1.239,-0.037,1,1,1
56404,0.000,0.000,0.000,0.000,157.030,118.100,167.800,0.000,0.000,-0.080,56.200,123.280,103.200,1.239,-0.090,1,1,1
56504,0.000,0.000,0.000,0.000,157.030,118.100,167.800,0.000,0.000,-0.080,56.200,123.280,103.200,1.239,-0.019,1,1,1
56604,0.000,0.000,0.000,0.000,157.030,118.100,167.800,0.000,0.000,0.000,56.300,123.280,103.100,1.240,0.068,1,1,1
56804,0.000,0.000,0.000,0.000,157.030,118.100,167.800,0.000,0.000,0.000,56.300,123.280,103.200,1.246,0.068,1,1,1
56904,0.000,0.000,0.000,0.000,157.030,118.100,167.800,0.000,0.000,0.000,56.200,123.280,103.200,1.245,-0.028,1,1,1
57004,0.000,0.000,0.000,0.000,157.030,118.100,167.800,0.000,0.000,0.000,56.200,123.280,103.200,1.247,0.095,1,1,1
57104,0.000,0.000,0.000,0.000,157.030,118.100,167.800,0.000,0.000,0.000,56.200,123.280,103.100,1.247,-0.019,1,1,1
57304,0.000,0.000,0.000,0.000,157.030,118.100,167.800,0.000,0.000,0.000,56.200,123.280,103.200,1.248,0.042,1,1,1
57404,0.000,0.000,0.000,0.000,157.030,118.100,167.800,0.000,0.000,0.000,56.200,123.280,103.200,1.249,-0.019,1,1,1
57504,0.000,0.000,0.000,0.000,157.030,118.100,167.800,0.000,0.000,0.000,56.200,123.280,103.200,1.248,0.016,1,1,1
57604,0.000,0.000,0.000,0.000,157.030,118.100,167.800,0.000,0.000,0.000,56.200,123.280,103.200,1.251,0.112,1,1,1
57804,0.000,0.000,0.000,0.000,157.030,118.100,167.800,0.000,0.000,0.000,56.300,123.280,103.100,1.241,-0.046,1,1,1
57904,0.000,0.000,0.000,0.000,157.030,118.100,167.800,0.000,0.000,0.000,56.300,123.280,103.200,1.238,0.051,1,1,1
58004,0.000,0.000,0.000,0.000,157.030,118.100,167.800,0.000,0.000,0.000,56.200,123.280,103.200,1.238,-0.037,1,1,1
58104,0.000,0.000,0.000,0.000,157.030,118.100,167.800,0.000,0.000,0.000,56.200,123.280,103.100,1.239,0.033,1,1,1
58304,0.000,0.000,0.000,0.000,157.030,118.100,167.800,0.000,0.000,0.000,56.300,123.280,103.200,1.245,0.068,1,1,1
58404,0.000,0.000,0.000,0.000,157.030,118.100,167.800,0.000,0.000,0.000,56.300,123.280,103.200,1.250,0.077,1,1,1
58504,0.000,0.000,0.000,0.000,157.030,118.100,167.800,0.000,0.000,0.000,56.200,123.280,103.200,1.246,-0.081,1,1,1
58604,0.000,0.000,0.000,0.000,157.030,118.100,167.800,0.000,0.000,0.000,56.200,123.280,103.100,1.243,0.051,1,1,1
